cust_id	Inv_1M_Bef	satis_survey	cust_age	cust_tenure	tottrans	months_since_survey	Inv_3M_Aft	Inv_Chg	categ
551055	2126	2	29.464750171	1.4045174538	73	3	7904	5778	bad
552193	169744	4	40.895277207	0.2518822724	41	3	156912	-12832	good
552574	1056	2	22.245037645	0.9993155373	80	3	3238	2182	bad
553598	8882	4	37.514031485	2.2806297057	88	3	2843	-6039	good
556181	3994	5	20.065708419	1.6755646817	28	3	5315	1321	good
556861	9741	4	54.945927447	2.5653661875	45	3	11601	1860	good
557531	1481	2	59.378507871	7.112936345	18	3	2064	583	bad
557975	14094	1	36.517453799	0.887063655	2	3	8401	-5693	bad
560951	1694	1	27.737166324	0.2874743326	31	3	4536	2842	bad
561461	7429	2	24.350444901	1.7713894593	103	3	330	-7099	bad
561714	16087	5	27.975359343	0.1971252567	37	3	20603	4516	good
562279	3839	4	51.422313484	0.7802874743	20	3	2727	-1112	good
563187	3902	1	51.693360712	2.9514031485	86	3	6196	2294	bad
565700	21707	5	65.28678987	0.8624229979	52	3	122	-21585	good
566767	671	4	21.223819302	0.2464065708	38	3	4347	3676	good
566780	870	4	69.552361396	0.3285420945	160	3	16379	15509	good
568237	965	1	41.25119781	0.6269678303	20	3	2179	1214	bad
569090	133181	4	32.008213552	1.067761807	67	3	19324	-113857	good
570888	6229	2	19.742642026	4.2874743326	51	3	0	-6229	bad
571342	656	4	45.935660507	6.6639288159	7	3	2112	1456	good
571796	13779	2	66.223134839	1.8891170431	108	3	17883	4104	bad
572207	35667	2	30.518822724	0.9828884326	33	3	37443	1776	bad
573163	3392	5	24.629705681	1.6125941136	44	3	4190	798	good
574276	5850	2	20.922655715	2.7296372348	132	3	5917	67	bad
575123	13076	2	46.715947981	4.5475701574	56	3	48453	35377	bad
576030	38392	5	63.414099932	1.1033538672	68	3	19862	-18530	good
576252	4795	5	48.777549624	2.6392881588	12	3	12966	8171	good
578080	4764	2	19.318275154	2.3600273785	28	3	9802	5038	bad
579668	777	2	46.850102669	3.1594798084	195	3	1811	1034	bad
580179	14204	1	65.587953457	4.6406570842	33	3	8280	-5924	bad
580337	1674	1	28.706365503	0.7008898015	72	3	1922	248	bad
586139	2663	2	21.207392197	0.93908282	21	3	10945	8282	bad
586349	6979	4	20.607802875	0.2327173169	10	3	12736	5757	good
586457	593	1	21.212867899	1.0431211499	87	3	1243	650	bad
587863	17869	2	25.138945927	2.841889117	105	3	15815	-2054	bad
589304	56872	4	36.706365503	1.9876796715	63	3	59990	3118	good
589710	30514	1	21.212867899	0.501026694	3	3	27673	-2841	bad
589738	20288	4	64.498288843	0.3203285421	12	3	14195	-6093	good
589823	50590	4	21.519507187	3.4387405886	54	3	43680	-6910	good
590082	3624	5	24.120465435	0.4052019165	57	3	12284	8660	good
591969	3310	5	19.761806982	1.3552361396	28	3	5582	2272	good
594959	46975	2	70.05338809	5.1362080767	88	3	23133	-23842	bad
595891	4255	5	22.283367556	1.0212183436	108	3	2708	-1547	good
595955	5760	5	50.480492813	2.4394250513	114	3	5657	-103	good
596698	29502	2	27.427789185	4.9171800137	19	3	44484	14982	bad
596939	47300	1	66.965092402	0.3285420945	7	0	0	-47300	bad
601725	1493	2	35.348391513	1.4072553046	69	3	3191	1698	bad
603366	3126	5	41.891854894	9.3415468857	77	3	505	-2621	good
604225	569	2	36.960985626	2.2751540041	97	3	224	-345	bad
604530	4908	1	32.454483231	3.2744695414	127	3	3299	-1609	bad
604833	8784	1	68.410677618	1.7303216975	73	3	10803	2019	bad
605676	4773	1	18.020533881	0.3011635866	55	3	12039	7266	bad
605955	128435	4	68.177960301	1.1991786448	16	3	109333	-19102	good
606156	7843	5	24.353182752	2.9787816564	41	3	7753	-90	good
606833	14710	4	55.86036961	1.6344969199	105	3	10406	-4304	good
607316	8521	4	37.478439425	0.3039014374	70	3	223	-8298	good
610345	54	4	18.715947981	0.5475701574	33	3	1862	1808	good
610640	7731	2	28.235455168	1.4182067077	54	3	9392	1661	bad
610651	9045	2	24.796714579	4.3559206023	130	3	12439	3394	bad
611220	10844	4	54.95687885	0.6379192334	72	3	10446	-398	good
615714	1809	4	31.208761123	1.7549623546	55	3	1767	-42	good
616791	6694	1	23.956194387	2.9514031485	44	3	3199	-3495	bad
618151	11603	4	18.803559206	0.9336071184	36	3	4909	-6694	good
618188	1467	5	19.389459274	1.7138945927	63	3	419	-1048	good
618390	5028	4	18.680355921	0.810403833	63	3	2346	-2682	good
620392	4883	4	23.40862423	1.2895277207	5	3	9534	4651	good
620723	1933	1	68.177960301	5.7385352498	42	3	2709	776	bad
621335	4706	4	25.089664613	2.2833675565	64	3	4787	81	good
622720	80441	2	33.908281999	0.758384668	141	3	15704	-64737	bad
624265	25724	2	72.90349076	2.8090349076	10	0	0	-25724	bad
624668	618	5	36.101300479	4.643394935	27	3	2642	2024	good
626763	2023	1	24.761122519	1.2402464066	110	3	3555	1532	bad
627099	64023	1	24.221765914	1.7221081451	22	3	98169	34146	bad
627960	8848	2	24.060232717	1.7166324435	44	3	15980	7132	bad
632848	100	2	32.005475702	0.2518822724	4	3	1668	1568	bad
634008	35717	1	39.197809719	5.6563997262	103	3	1001	-34716	bad
634334	11687	2	86.406570842	0.8268309377	21	3	19921	8234	bad
637484	2409	1	74.056125941	0.5174537988	54	3	41137	38728	bad
638182	617	2	26.861054073	0.5366187543	26	3	5711	5094	bad
638503	4958	1	33.98220397	1.3689253936	101	3	99	-4859	bad
639819	7566	1	19.323750856	0.8678986995	9	3	4183	-3383	bad
642085	52180	2	34.184804928	6.006844627	35	3	54610	2430	bad
642329	2728	5	57.141683778	1.2977412731	40	3	38	-2690	good
642651	7589	4	29.552361396	3.65229295	82	3	6031	-1558	good
642689	3035	5	56.90349076	2.6119096509	14	3	4221	1186	good
642739	61	4	18.839151266	0.5092402464	33	3	2103	2042	good
643600	20376	1	56.83504449	4.7665982204	8	3	27841	7465	bad
645133	2054	1	46.483230664	0.6899383984	10	3	6528	4474	bad
646263	40758	1	53.771389459	2.5489390828	17	3	40317	-441	bad
647070	66438	2	37.232032854	2.173853525	16	3	34486	-31952	bad
647353	456	2	22.767967146	5.9712525667	65	3	91407	90951	bad
650218	1179	1	28.410677618	8.5722108145	182	3	564	-615	bad
650302	10529	5	26.844626968	5.28678987	70	3	14250	3721	good
651471	22804	4	37.563312799	3.4414784394	36	3	25598	2794	good
651501	11819	1	24.153319644	2.3983572895	4	3	16369	4550	bad
652239	3556	5	50.335386721	2.2368240931	83	3	220	-3336	good
653978	1711	1	54.217659138	0.2765229295	3	0	0	-1711	bad
654868	24436	2	27.797399042	0.9117043121	18	3	14213	-10223	bad
656035	8318	4	32.654346338	1.3853524983	30	3	15071	6753	good
657163	420	1	73.108829569	4.643394935	25	3	32	-388	bad
657418	12302	4	24.859685147	0.7830253251	46	2	0	-12302	good
658670	51045	1	32.251882272	3.5646817248	44	3	60981	9936	bad
661874	7910	5	32.054757016	3.7919233402	130	3	112381	104471	good
664135	40070	2	52.5229295	3.1019849418	29	3	10178	-29892	bad
666733	42019	1	36.156057495	1.7768651608	68	3	15675	-26344	bad
667109	2764	2	18.518822724	1.3004791239	27	3	1075	-1689	bad
667569	4690	1	23.345653662	3.5208761123	26	3	3671	-1019	bad
668297	45356	4	20.684462697	1.9657768652	55	3	45419	63	good
669215	4965	4	28.314852841	0.2299794661	25	3	10027	5062	good
669896	1864	5	39.956194387	3.742642026	73	3	1422	-442	good
671016	3704	1	30.565366188	0.4928131417	116	3	7825	4121	bad
671394	3179	4	61.464750171	0.6078028747	18	3	2305	-874	good
672782	3295	4	60.553045859	0.1889117043	42	3	2855	-440	good
673399	459	1	23.241615332	1.0020533881	73	3	4747	4288	bad
675357	8815	4	20.810403833	2.1163586585	40	3	9010	195	good
675863	6398	5	38.628336756	1.8151950719	9	3	10149	3751	good
676169	1910	2	23.148528405	2.1629021218	41	3	3286	1376	bad
679769	3095	2	48.355920602	5.0841889117	47	3	1746	-1349	bad
681012	5762	2	62.097193703	0.4791238877	70	3	5071	-691	bad
682579	88385	4	51.471594798	3.9206023272	51	3	84530	-3855	good
684462	1833	1	21.741273101	2.2614647502	89	3	10017	8184	bad
684807	2330	2	18.116358658	0.9308692676	28	3	1910	-420	bad
692123	8345	5	54.379192334	0.6926762491	100	3	2791	-5554	good
693896	3469	4	73.341546886	0.2409308693	8	3	3487	18	good
694212	8821	1	50.220396988	1.8097193703	48	3	5885	-2936	bad
694235	11473	1	35.008898015	0.9281314168	18	3	869	-10604	bad
695211	17741	4	34.565366188	2.0424366872	134	3	17168	-573	good
698610	3115	4	21.245722108	3.0390143737	111	3	6935	3820	good
699409	72455	2	25.11156742	2.6447638604	138	3	68716	-3739	bad
700132	2720	2	30.006844627	2.5379876797	22	3	5844	3124	bad
700155	1365	4	54.442162902	4.3531827515	83	3	3428	2063	good
702354	6868	2	72.908966461	1.2977412731	51	3	5376	-1492	bad
702756	4135	2	19.507186858	1.2539356605	24	3	1844	-2291	bad
707677	52491	1	27.244353183	7.2251882272	147	3	54786	2295	bad
708968	3137	5	18.236824093	1.9192334018	74	3	6047	2910	good
709704	4033	1	55.181382615	0.8788501027	29	3	4693	660	bad
711145	1562	2	30.784394251	5.7796030116	164	3	1864	302	bad
712982	1286	4	50.99247091	0.5804243669	65	3	1513	227	good
713057	75805	4	35.72347707	4.3312799452	50	3	81773	5968	good
713661	7961	2	63.184120465	5.1608487337	55	3	5010	-2951	bad
713787	78498	5	23.775496235	0.8076659822	56	3	5254	-73244	good
716462	2064	5	36.670773443	2.4531143053	128	3	3068	1004	good
717846	24967	2	34.617385352	1.2457221081	46	3	17394	-7573	bad
718530	2601	2	43.509924709	3.5208761123	42	3	523	-2078	bad
718581	1003	4	45.393566051	1.7002053388	12	3	752	-251	good
719395	4938	4	62.836413415	7.3894592745	65	3	11541	6603	good
719446	1075	4	45.60164271	2.932238193	50	3	2023	948	good
720275	12760	4	37.568788501	5.711156742	62	3	8764	-3996	good
720445	14134	1	50.255989049	4.7802874743	30	3	10834	-3300	bad
721888	31970	4	22.732375086	4.1067761807	31	3	39895	7925	good
723060	4410	1	18.551676934	1.1416837782	65	3	6933	2523	bad
724371	1685	1	33.497604381	1.9657768652	50	3	516	-1169	bad
725316	3912	5	24.796714579	2.6858316222	51	3	14070	10158	good
726334	3764	2	22.206707734	0.3148528405	33	3	3161	-603	bad
727474	1148	4	22.81724846	1.9822039699	100	3	802	-346	good
728780	60153	5	70.866529774	1.0458590007	37	3	62111	1958	good
728862	41230	5	51.460643395	3.575633128	80	3	42667	1437	good
729034	11280	4	27.170431211	6.1519507187	19	3	8210	-3070	good
729280	95600	1	59.260780287	3.7234770705	27	3	421875	326275	bad
731623	9598	2	33.467488022	0.6707734428	30	3	10387	789	bad
734037	64484	1	58.650239562	2.4394250513	48	3	41295	-23189	bad
734721	57	2	25.845311431	1.106091718	14	3	9703	9646	bad
737519	9733	2	39.014373717	0.4572210815	33	3	2921	-6812	bad
740081	22	5	24.673511294	0.1998631075	49	3	877	855	good
740247	10597	5	21.095140315	0.5475701574	147	3	4218	-6379	good
740264	1692	5	33.212867899	3.9425051335	98	3	2118	426	good
743578	92040	5	55.173169062	0.6981519507	58	3	85908	-6132	good
743739	17030	5	24.829568789	6.9623545517	105	3	25687	8657	good
744164	2880	1	40.490075291	5.2950034223	88	3	4271	1391	bad
744932	8033	4	25.971252567	0.6379192334	58	3	21834	13801	good
750113	26394	2	30.74880219	2.2313483915	11	3	30666	4272	bad
755463	6513	5	20.008213552	1.9000684463	90	3	1520	-4993	good
755957	7740	5	24.563997262	1.1225188227	65	3	9662	1922	good
758092	5063	4	21.834360027	6.3764544832	39	3	3716	-1347	good
758529	21922	2	18.620123203	1.8234086242	25	3	11792	-10130	bad
760537	1717	1	20.804928131	1.1635865845	42	2	0	-1717	bad
763089	1031	5	37.831622177	0.5393566051	75	3	996	-35	good
763703	11534	5	18.143737166	2.0150581793	48	3	10433	-1101	good
763776	11181	1	32.906228611	5.0431211499	9	0	0	-11181	bad
765064	1776	4	59.394934976	0.8076659822	63	3	17994	16218	good
765155	2957	2	26.335386721	1.6947296372	102	3	2396	-561	bad
766192	2233	1	30.390143737	1.2019164956	38	3	1577	-656	bad
766382	4764	5	33.746748802	3.1019849418	65	3	3070	-1694	good
766722	11325	1	32.843258042	4.1779603012	57	3	4514	-6811	bad
767960	28624	2	32.024640657	1.2703627652	112	3	56515	27891	bad
768035	313	5	37.232032854	0.7529089665	78	3	3760	3447	good
770392	28496	4	22.699520876	1.3771389459	151	3	22653	-5843	good
771926	37534	2	69.719370294	4.5941136208	73	3	139765	102231	bad
773808	12039	4	36.950034223	2.7789185489	53	3	11972	-67	good
775011	103636	2	34.95687885	5.2210814511	15	3	29265	-74371	bad
775099	4246	5	23.926078029	3.9561943874	66	3	2299	-1947	good
778660	19441	2	44.446269678	0.3285420945	8	3	5086	-14355	bad
779475	5387	1	27.802874743	5.054072553	18	3	4021	-1366	bad
780517	2089	2	62.026009582	0.6680355921	25	3	15	-2074	bad
782253	2536	2	47.370294319	5.9630390144	15	3	2533	-3	bad
782261	39482	1	19.203285421	0.7118412047	43	3	37877	-1605	bad
783302	6848	1	54.485968515	2.379192334	18	3	19598	12750	bad
783472	14042	5	32.889801506	3.7234770705	65	3	15034	992	good
785583	1193	4	39.564681725	1.9904175222	124	3	1178	-15	good
785949	1538	1	53.166324435	0.2108145106	14	3	1206	-332	bad
788070	44	1	43.572895277	0.3504449008	9	1	0	-44	bad
789220	294	1	89.593429158	0.6160164271	11	3	325	31	bad
791122	5114	5	35.646817248	3.5564681725	62	3	3719	-1395	good
791458	74	2	27.969883641	1.196440794	70	3	1635	1561	bad
791825	30300	5	45.596167009	5.4893908282	57	3	41135	10835	good
791995	15775	5	24.405201916	2.1984941821	108	3	13115	-2660	good
792126	2710	1	32.314852841	1.8726899384	122	3	10453	7743	bad
792821	112814	4	59.887748118	2.0041067762	46	3	50156	-62658	good
793388	1144	1	24.898015058	5.7987679671	71	3	2020	876	bad
798367	2821	4	42.453114305	1.9712525667	18	3	3920	1099	good
800280	2019	4	65.448323066	0.2245037645	49	3	11722	9703	good
803028	2490	5	24.098562628	1.9520876112	76	3	1707	-783	good
803579	4001	4	36.030116359	0.9883641342	77	3	6232	2231	good
807959	31585	5	50.316221766	4.5859000684	66	3	40809	9224	good
808303	129547	1	78.439425051	0.5941136208	12	0	0	-129547	bad
808675	118939	2	62.46954141	0.8049281314	60	3	99110	-19829	bad
809949	4862	1	61.973990418	2.9048596851	48	3	5514	652	bad
810116	1773	2	70.091718001	1.4702258727	33	3	2002	229	bad
811856	6824	2	26.119096509	0.3093771389	51	3	16590	9766	bad
812672	25558	5	22.0862423	0.3121149897	43	3	17273	-8285	good
812673	3477	5	19.578370979	2.1902806297	61	3	4209	732	good
812694	6976	5	37.325119781	0.9089664613	35	3	4680	-2296	good
813613	141619	4	51.994524298	1.4702258727	23	3	112749	-28870	good
815790	26860	1	45.300479124	2.5900068446	9	3	34103	7243	bad
816790	28444	1	60.758384668	1.5167693361	20	3	12126	-16318	bad
817481	11055	5	32.717316906	2.8281998631	35	3	27482	16427	good
818668	1837	1	39.353867214	2.6173853525	56	3	4250	2413	bad
818783	8574	4	28.960985626	1.2265571526	99	3	3918	-4656	good
819057	3337	5	21.653661875	1.453798768	27	3	4284	947	good
819092	14906	2	35.644079398	1.3880903491	13	1	0	-14906	bad
825175	78670	1	37.56605065	2.288843258	26	3	76255	-2415	bad
825567	1729	4	32.758384668	5.1307323751	97	3	2636	907	good
826856	158	2	59.334702259	0.5886379192	19	3	1862	1704	bad
829099	276023	4	42.05065024	9.3196440794	92	3	265745	-10278	good
829356	884	5	25.921971253	0.5284052019	29	3	806	-78	good
830320	12132	4	32.194387406	0.205338809	94	3	10464	-1668	good
832088	31072	4	33.650924025	4.3942505133	18	3	12487	-18585	good
832103	1262	5	35.23613963	0.5859000684	14	3	297	-965	good
832981	2350	4	25.678302533	0.1834360027	21	3	1646	-704	good
834393	7021	2	51.134839151	3.4442162902	37	3	16403	9382	bad
835567	76985	2	47.644079398	0.8980150582	98	3	63331	-13654	bad
836619	6532	2	72.465434634	0.4873374401	33	3	7051	519	bad
838445	1265	4	78.165639973	5.3853524983	43	3	2032	767	good
839001	6852	1	23.039014374	5.5852156057	31	3	8976	2124	bad
840260	820	1	26.436687201	2.0314852841	99	3	32	-788	bad
841154	3725	4	38.767967146	1.5085557837	63	3	4068	343	good
848374	19726	5	46.020533881	0.6324435318	39	3	65149	45423	good
850075	4905	5	20.073921971	1.607118412	79	3	4284	-621	good
851089	4577	4	25.817932923	1.2238193018	16	3	17754	13177	good
851282	3369	2	18.718685832	1.6427104723	40	1	0	-3369	bad
851931	3480	4	19.359342916	0.6214921287	18	3	2731	-749	good
856903	9768	1	29.336071184	3.0253251198	65	3	12959	3191	bad
858024	16174	5	18.6091718	0.629705681	61	3	11358	-4816	good
859488	1722	1	27.578370979	0.8788501027	98	3	2559	837	bad
860909	13410	5	53.14715948	3.7344284736	25	3	12608	-802	good
869748	90327	1	35.885010267	1.6399726215	30	3	78109	-12218	bad
870033	841	1	53.938398357	1.7741273101	129	3	1165	324	bad
871200	2640	2	18.165639973	0.5037645448	15	3	1065	-1575	bad
871273	2658	1	50.269678303	0.5366187543	67	3	970	-1688	bad
871551	84230	4	66.004106776	1.3032169747	7	3	104303	20073	good
871583	318	5	23.58110883	4.1095140315	142	3	65450	65132	good
872679	1734	5	27.93155373	4.8323066393	158	3	18285	16551	good
873128	27	4	24.191649555	0.3531827515	47	3	1802	1775	good
874830	13578	1	72.758384668	5.2210814511	21	3	13338	-240	bad
875582	524	5	34.247775496	2.6310746064	66	3	17116	16592	good
875983	267	1	32.739219713	1.28678987	138	3	721	454	bad
878400	13457	1	37.826146475	6.1163586585	152	3	1344	-12113	bad
879152	61	5	26.395619439	3.2580424367	36	3	187	126	good
879267	2471	1	67.071868583	3.7973990418	37	3	1187	-1284	bad
879565	941	5	25.108829569	2.5325119781	84	3	45564	44623	good
880357	73515	1	37.448323066	7.1868583162	8	3	457	-73058	bad
882624	7005	2	24.48733744	0.1861738535	46	2	0	-7005	bad
885261	3718	5	34.795345654	0.8405201916	122	3	5047	1329	good
885651	4402	1	47.290896646	5.2156057495	36	3	5720	1318	bad
886419	20068	4	26.483230664	4.2546201232	25	3	18800	-1268	good
888071	7984	2	29.828884326	7.0937713895	70	3	12330	4346	bad
894215	3454	1	50.480492813	6.0013689254	5	3	7897	4443	bad
895224	5285	2	24.314852841	1.0814510609	77	3	1558	-3727	bad
896098	29810	1	69.623545517	0.3312799452	16	1	0	-29810	bad
899599	18840	2	36.257357974	4.4900752909	25	0	0	-18840	bad
900242	1354	2	34.595482546	3.0417522245	60	3	2031	677	bad
902247	226	5	26.113620808	0.758384668	106	3	1727	1501	good
902771	13870	1	56.758384668	1.2484599589	82	3	37461	23591	bad
903752	42222	2	45.568788501	4.7967145791	96	3	5929	-36293	bad
903855	16562	2	32.405201916	0.5968514716	8	3	4756	-11806	bad
904770	4668	5	25.585215606	1.1389459274	61	3	2198	-2470	good
906173	971	4	53.872689938	1.5906913073	24	3	1082	111	good
908002	262493	2	38.592744695	4.7857631759	21	3	264306	1813	bad
908554	15854	4	22.872005476	1.4182067077	24	3	16752	898	good
910255	13366	4	38.006844627	4.0821355236	60	3	10350	-3016	good
910444	30916	1	67.550992471	1.7248459959	6	3	21702	-9214	bad
910725	3086	4	28.654346338	5.9712525667	102	3	5160	2074	good
911989	1250	5	51.118412047	1.4182067077	54	3	942	-308	good
912929	4923	5	26.688569473	4.076659822	36	3	21473	16550	good
914272	7604	4	37.626283368	1.749486653	4	3	5715	-1889	good
914749	13435	5	28.062970568	1.7549623546	88	3	1843	-11592	good
915559	1003	1	33.35797399	2.5763175907	105	3	3393	2390	bad
918455	1155	1	63.92881588	6.2532511978	74	3	2180	1025	bad
920622	13754	1	57.475701574	2.5872689938	36	3	13601	-153	bad
922698	675	4	48.07118412	0.5092402464	49	3	884	209	good
926452	26121	4	42.746064339	5.9986310746	71	3	19097	-7024	good
926682	1822	5	35.559206023	2.0561259411	153	2	0	-1822	good
926777	2292	4	63.715263518	0.1834360027	38	3	2036	-256	good
927709	26466	2	40.13963039	2.2203969884	47	3	30653	4187	bad
927988	33874	5	18.028747433	0.8350444901	53	3	17331	-16543	good
928795	10928	1	71.383983573	0.7994524298	12	3	9553	-1375	bad
933443	9321	4	51.761806982	1.954825462	45	3	15422	6101	good
933984	1387	1	37.108829569	1.7275838467	86	3	1511	124	bad
934855	2557	1	46.05065024	0.4955509925	14	3	436	-2121	bad
936066	144402	1	34.631074606	0.4709103354	90	3	136634	-7768	bad
941314	5686	1	27.909650924	1.2429842574	34	3	6000	314	bad
942585	2603	4	40.257357974	2.636550308	97	3	1629	-974	good
943641	15897	4	19.195071869	1.1362080767	58	3	12425	-3472	good
943857	6030	1	39.244353183	0.424366872	31	3	4208	-1822	bad
944203	649	5	22.124572211	0.4024640657	22	3	740	91	good
947716	1456	1	66.277891855	2.1054072553	31	3	1236	-220	bad
949342	1876	2	27.731690623	2.5708418891	90	3	1422	-454	bad
951786	25286	1	77.314168378	0.2327173169	37	3	296585	271299	bad
952463	3195	2	37.292265572	1.2977412731	75	3	5421	2226	bad
953168	3677	2	39.857631759	0.1998631075	20	3	4272	595	bad
953615	7114	2	48.856947296	0.3367556468	47	3	4111	-3003	bad
956750	10168	4	21.746748802	0.7556468172	93	3	19979	9811	good
958535	3895	4	21.511293634	1.2073921971	129	3	2231	-1664	good
958904	11430	5	51.37303217	2.984257358	71	3	10457	-973	good
959120	5975	1	65.897330595	0.2436687201	6	3	71	-5904	bad
959339	28044	1	41.409993155	1.3908281999	3	3	29300	1256	bad
962769	18916	4	52.977412731	2.2751540041	110	3	21146	2230	good
962956	20755	2	27.310061602	1.4702258727	42	3	21571	816	bad
964027	9167	4	25.407255305	4.1204654346	20	3	4440	-4727	good
965070	7841	5	39.12936345	0.8514715948	12	3	7252	-589	good
965254	10429	4	21.221081451	1.1279945243	28	3	12598	2169	good
965779	16700	5	32.169746749	0.205338809	60	3	13043	-3657	good
966612	89	4	30.061601643	1.1690622861	31	3	958	869	good
967303	4970	2	52.358658453	2.8062970568	53	3	2484	-2486	bad
968025	13056	5	25.412731006	3.3347022587	103	3	28028	14972	good
970166	3146	1	19.033538672	3.4414784394	41	3	6821	3675	bad
970574	2168	5	18.43394935	2.1026694045	78	3	7237	5069	good
972974	154041	1	42.685831622	1.3278576318	135	3	152680	-1361	bad
973715	347	5	18.316221766	1.7275838467	47	3	1071	724	good
974754	3373	5	20.947296372	1.0841889117	80	3	646	-2727	good
977917	1469	4	22.655715264	4.3805612594	50	3	1592	123	good
978336	2890	1	66.757015743	0.4052019165	31	1	0	-2890	bad
980700	73678	5	18.551676934	0.8898015058	14	3	35997	-37681	good
982349	1040	5	18.392881588	0.7885010267	112	3	1774	734	good
982816	1281	1	28.429842574	3.0855578371	48	3	194	-1087	bad
982868	783	1	44.996577687	2.7241615332	13	3	451	-332	bad
984223	43033	1	55.148528405	6.7296372348	42	3	51751	8718	bad
985331	6608	4	24.52019165	3.8028747433	67	3	4806	-1802	good
986178	955	1	20.246406571	3.4688569473	16	3	128	-827	bad
986561	672	5	20.985626283	0.8131416838	39	3	841	169	good
986764	1175	1	18.535249829	1.7002053388	34	3	2033	858	bad
987203	7	1	47.351129363	3.0855578371	99	3	3	-4	bad
989260	120	5	30.913073238	0.3696098563	45	3	805	685	good
992396	1841	4	19.534565366	1.2292950034	3	3	1575	-266	good
992829	2682	4	71.039014374	3.3976728268	32	3	2575	-107	good
992991	2930	5	25.46201232	0.8569472964	37	3	3540	610	good
993415	44345	5	18.590006845	4.0191649555	47	3	48495	4150	good
993534	5531	5	20.238193018	2.1711156742	118	3	3135	-2396	good
993731	33329	4	70.598220397	1.3196440794	11	3	93418	60089	good
994122	1102	1	29.801505818	0.9993155373	23	3	6862	5760	bad
994727	4961	1	39.367556468	6.9733059548	132	3	5968	1007	bad
995749	2570	5	23.619438741	0.2327173169	54	3	3247	677	good
995973	13161	4	25.032169747	1.440109514	36	3	16437	3276	good
997730	16025	4	37.292265572	6.3381245722	4	3	16901	876	good
997893	9	5	44.651608487	0.1834360027	75	3	675	666	good
998233	9648	5	50.01779603	2.173853525	87	3	10679	1031	good
1000394	26882	4	22.143737166	3.3429158111	21	3	26897	15	good
1002108	3367	2	18.915811088	1.2977412731	74	3	3145	-222	bad
1003076	1759	5	28.186173854	6.3874058864	117	3	3192	1433	good
1004642	553	1	41.423682409	0.2874743326	35	3	117	-436	bad
1006179	24833	2	28.83504449	2.2915811088	21	3	23823	-1010	bad
1006406	9997	5	37.571526352	1.3771389459	90	3	9318	-679	good
1008110	13222	5	24.525667351	1.0568104038	58	3	16149	2927	good
1010116	21215	5	81.867214237	2.2943189596	18	3	22105	890	good
1011252	1102	1	56.45174538	1.2402464066	44	3	1129	27	bad
1011279	101022	2	29.273100616	0.9582477755	4	3	100281	-741	bad
1013176	813	5	27.808350445	2.3600273785	80	3	1274	461	good
1016424	1575	5	26.288843258	0.977412731	54	3	15146	13571	good
1017410	29472	2	63.353867214	6.8966461328	47	3	29315	-157	bad
1018082	3603	4	47.991786448	1.3497604381	162	3	9929	6326	good
1018252	1427	2	27.321013005	3.2963723477	45	3	3088	1661	bad
1018487	6179	1	29.607118412	0.4900752909	31	3	6056	-123	bad
1019311	2346	1	33.993155373	0.4982888433	97	3	4901	2555	bad
1019930	18253	4	18.737850787	0.6516084873	48	3	22433	4180	good
1020205	656	5	44.772073922	6.2395619439	64	3	9301	8645	good
1020635	12256	4	23.994524298	2.8391512663	14	3	17267	5011	good
1024241	15893	4	23.351129363	5.9438740589	46	3	15973	80	good
1024371	1448	5	21.612594114	1.2703627652	46	3	1258	-190	good
1027907	10976	4	34.464065708	2.5106091718	65	3	13938	2962	good
1028083	27204	2	88.038329911	3.2251882272	16	3	27878	674	bad
1029536	45030	2	19.140314853	0.6652977413	71	3	49865	4835	bad
1032909	1223	5	28.046543463	1.8343600274	36	3	643	-580	good
1033015	195767	5	22.234086242	3.318275154	51	3	161135	-34632	good
1033997	3023	1	52.353182752	0.167008898	26	3	65	-2958	bad
1034100	4829	2	43.425051335	4.5941136208	83	3	2429	-2400	bad
1036063	7305	4	25.292265572	1.0814510609	75	3	469	-6836	good
1036763	1099	1	62.162902122	2.3216974675	3	3	1139	40	bad
1037777	229	2	29.095140315	1.0814510609	74	3	1222	993	bad
1038289	3640	4	29.048596851	0.5694729637	76	3	1438	-2202	good
1040480	4715	2	18.959616701	0.501026694	65	3	2207	-2508	bad
1040702	2213	5	73.486652977	5.1553730322	86	3	5086	2873	good
1042946	20359	4	31.225188227	0.8843258042	22	3	29816	9457	good
1043002	14372	5	69.919233402	0.9911019849	15	3	133907	119535	good
1044206	2381	1	48.093086927	0.6488706366	25	3	6412	4031	bad
1044900	15729	5	63.797399042	4.6680355921	121	3	59046	43317	good
1045007	4880	2	73.533196441	4.3887748118	134	3	6121	1241	bad
1048110	8384	1	36.123203285	0.9281314168	3	3	9851	1467	bad
1048679	4922	2	23.800136893	3.5947980835	86	3	6093	1171	bad
1049824	6639	2	32.588637919	2.81724846	55	3	1812	-4827	bad
1051894	4774	2	44.120465435	0.1697467488	5	3	13666	8892	bad
1051970	63067	1	54.737850787	1.7221081451	116	0	0	-63067	bad
1053314	9627	2	41.84257358	0.7364818617	45	3	5202	-4425	bad
1055242	23391	1	35.537303217	0.5119780972	72	3	19599	-3792	bad
1055477	18636	4	26.598220397	3.7152635181	31	3	5128	-13508	good
1056399	3117	4	32.613278576	0.7556468172	16	3	1581	-1536	good
1056454	314	1	27.575633128	2.6721423682	54	3	980	666	bad
